resume_id,resume_text,target_role,years_experience,seniority
r10k-8273,Name: Ria Babu Education: B.Tech Computer Science Skills: Docker; Java; Kubernetes; AWS; React; SQL; Firebase Interests: Frontend Development; Automation Hobbies: Blogging; Football Projects: Built end-to-end machine learning prediction system; Developed scalable REST API for job portal Certification: IBM Data Science Professional Experience Years: 4.0 Seniority: Mid,DevOps Engineer,4.0,Mid
r10k-8287,Name: Frado Chaudhuri Education: B.Tech Mechanical Skills: Django; Deep Learning; AWS; Machine Learning; Linux; Docker; Kubernetes Interests: Automation; Cloud Computing Hobbies: Music; Travelling Projects: Implemented CI/CD pipeline on AWS; Designed responsive web dashboard Certification: Microsoft Azure Fundamentals Experience Years: 4.0 Seniority: Mid,DevOps Engineer,4.0,Mid
r10k-8288,Name: Isaiah Choudhary Education: MCA Skills: MongoDB; Excel; Kubernetes; Docker Interests: Cloud Computing; Frontend Development Hobbies: Photography; Blogging Projects: Built customer churn prediction model Certification: AWS Certified Developer Experience Years: 4.0 Seniority: Mid,DevOps Engineer,4.0,Mid
r10k-8291,Name: Aradhana Prabhu Education: B.Tech Computer Science Skills: Python; Java; Tableau; Excel; React; AWS Interests: Cloud Computing; Artificial Intelligence Hobbies: Gaming; Cricket Projects: Implemented CI/CD pipeline on AWS; Developed AI-based resume analyzer Certification: Microsoft Azure Fundamentals Experience Years: 6.0 Seniority: Senior,DevOps Engineer,6.0,Senior
r10k-8298,Name: Farhan Ravi Education: B.Tech Information Technology Skills: Kubernetes; Spring Boot; Machine Learning; Linux; Django; Excel Interests: Cloud Computing; Backend Development Hobbies: Blogging; Reading Projects: Developed AI-based resume analyzer; Built end-to-end machine learning prediction system; Developed scalable REST API for job portal Certification: Docker Certified Associate Experience Years: 3.0 Seniority: Mid,DevOps Engineer,3.0,Mid
r10k-8300,Name: Vedika Keer Education: M.Tech AI Skills: Power BI; Machine Learning; Flask; C++; SQL; AWS; Kubernetes Interests: Backend Development; Automation Hobbies: Football; Travelling Projects: Developed scalable REST API for job portal; Implemented CI/CD pipeline on AWS Certification: Meta Frontend Developer Experience Years: 2.0 Seniority: Mid,DevOps Engineer,2.0,Mid
r10k-8307,Name: Guneet Joshi Education: B.Tech Computer Science Skills: React; Docker; Node.js; Spring Boot; Flask; Power BI; Java Interests: Backend Development; Automation Hobbies: Blogging; Cricket Projects: Implemented CI/CD pipeline on AWS Certification: Docker Certified Associate Experience Years: 4.0 Seniority: Mid,DevOps Engineer,4.0,Mid
r10k-8324,Name: Parth Bhavsar Education: BCA Skills: Docker; AWS; React; Java; Machine Learning; Deep Learning Interests: Automation; Product Management Hobbies: Gaming; Travelling Projects: Built customer churn prediction model; Designed responsive web dashboard; Designed cloud-based microservices architecture Certification: AWS Certified Developer Experience Years: 3.0 Seniority: Mid,DevOps Engineer,3.0,Mid
r10k-8336,Name: Ekanta Hegde Education: MCA Skills: Firebase; SQL; Spring Boot; Flask; Power BI; Kubernetes; AWS Interests: Automation; Cyber Security Hobbies: Reading; Gaming Projects: Created Android expense tracker application; Implemented CI/CD pipeline on AWS; Designed cloud-based microservices architecture Certification: Meta Frontend Developer Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-8344,Name: Samarth Sami Education: B.Tech Information Technology Skills: SQL; Tableau; Kubernetes; Java; Deep Learning; C++; React Interests: Automation; Cloud Computing Hobbies: Football; Cricket Projects: Built customer churn prediction model; Implemented CI/CD pipeline on AWS Certification: Meta Frontend Developer Experience Years: 6.0 Seniority: Senior,DevOps Engineer,6.0,Senior
r10k-8352,Name: Pranit Varma Education: B.Tech Mechanical Skills: AWS; NLP; Linux; Java; C++; Machine Learning; SQL Interests: Automation; Product Management Hobbies: Music; Travelling Projects: Implemented CI/CD pipeline on AWS; Designed cloud-based microservices architecture; Developed scalable REST API for job portal Certification: Docker Certified Associate Experience Years: 6.0 Seniority: Senior,DevOps Engineer,6.0,Senior
r10k-8354,Name: Warinder Banik Education: B.Tech Computer Science Skills: Power BI; Flask; AWS; Linux; NLP Interests: Artificial Intelligence; Automation Hobbies: Blogging; Travelling Projects: Implemented CI/CD pipeline on AWS Certification: Docker Certified Associate Experience Years: 1.0 Seniority: Junior,DevOps Engineer,1.0,Junior
r10k-8358,Name: Parth Wason Education: MBA Finance Skills: AWS; Linux; SQL; Excel; Kubernetes Interests: Product Management; Cyber Security Hobbies: Gaming; Blogging Projects: Built customer churn prediction model; Implemented CI/CD pipeline on AWS Certification: IBM Data Science Professional Experience Years: 1.0 Seniority: Junior,DevOps Engineer,1.0,Junior
r10k-8370,Name: Aarav Rana Education: B.Tech Information Technology Skills: Firebase; Kubernetes; AWS; Excel; Django; React; SQL Interests: Cloud Computing; Data Analysis Hobbies: Cricket; Gaming Projects: Implemented CI/CD pipeline on AWS; Developed scalable REST API for job portal Certification: Meta Frontend Developer Experience Years: 2.0 Seniority: Mid,DevOps Engineer,2.0,Mid
r10k-8372,Name: Odika Balakrishnan Education: M.Tech AI Skills: Spring Boot; Linux; Machine Learning; Kubernetes; Node.js; Firebase; NLP Interests: Artificial Intelligence; Automation Hobbies: Travelling; Blogging Projects: Implemented CI/CD pipeline on AWS Certification: Microsoft Azure Fundamentals Experience Years: 2.0 Seniority: Mid,DevOps Engineer,2.0,Mid
r10k-8391,Name: Krishna Seshadri Education: M.Tech AI Skills: Python; Node.js; AWS; MongoDB; Spring Boot; Tableau; Firebase Interests: Automation; Data Analysis Hobbies: Music; Reading Projects: Implemented CI/CD pipeline on AWS; Developed AI-based resume analyzer Certification: Docker Certified Associate Experience Years: 0.0 Seniority: Junior,DevOps Engineer,0.0,Junior
r10k-8395,Name: Janya Varma Education: M.Tech AI Skills: Flask; Excel; AWS; Linux; Kubernetes Interests: Cloud Computing; Cyber Security Hobbies: Football; Reading Projects: Built customer churn prediction model Certification: TensorFlow Developer Certificate Experience Years: 4.0 Seniority: Mid,DevOps Engineer,4.0,Mid
r10k-8397,Name: Kamala Pandit Education: B.Sc Data Science Skills: Excel; Kubernetes; AWS; Linux Interests: Product Management; Frontend Development Hobbies: Football; Cricket Projects: Built customer churn prediction model Certification: Docker Certified Associate Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-8398,Name: Quincy Kapoor Education: B.Tech Computer Science Skills: React; AWS; Java; Django; Docker; Deep Learning Interests: Cyber Security; Artificial Intelligence Hobbies: Cricket; Gaming Projects: Designed responsive web dashboard; Implemented CI/CD pipeline on AWS; Built end-to-end machine learning prediction system Certification: Microsoft Azure Fundamentals Experience Years: 6.0 Seniority: Senior,DevOps Engineer,6.0,Senior
r10k-84,Name: Janaki Kade Education: BCA Skills: Flask; Firebase; AWS; Linux; Kubernetes; MongoDB; NLP Interests: Artificial Intelligence; Data Analysis Hobbies: Football; Gaming Projects: Implemented CI/CD pipeline on AWS; Developed scalable REST API for job portal; Designed cloud-based microservices architecture Certification: Meta Frontend Developer Experience Years: 5.0 Seniority: Senior,DevOps Engineer,5.0,Senior
r10k-8400,Name: Nathan Sagar Education: B.Sc Data Science Skills: Spring Boot; C++; Excel; Node.js; Docker Interests: Automation; Cloud Computing Hobbies: Blogging; Reading Projects: Developed scalable REST API for job portal; Implemented CI/CD pipeline on AWS; Built customer churn prediction model Certification: Docker Certified Associate Experience Years: 3.0 Seniority: Mid,DevOps Engineer,3.0,Mid
r10k-8401,Name: Warda Mangal Education: MBA Marketing Skills: MongoDB; Linux; Spring Boot; C++; Docker; Java; Node.js Interests: Product Management; Cloud Computing Hobbies: Music; Cricket Projects: Implemented CI/CD pipeline on AWS Certification: Meta Frontend Developer Experience Years: 5.0 Seniority: Senior,DevOps Engineer,5.0,Senior
r10k-8412,Name: Zaid Dora Education: B.Tech Mechanical Skills: Flask; Spring Boot; Docker; AWS Interests: Cloud Computing; Backend Development Hobbies: Gaming; Music Projects: Built end-to-end machine learning prediction system; Implemented CI/CD pipeline on AWS Certification: Meta Frontend Developer Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-8429,Name: Udarsh Mallick Education: MBA Finance Skills: Kubernetes; Docker; Java; AWS; Django; Machine Learning Interests: Product Management; Backend Development Hobbies: Music; Football Projects: Created Android expense tracker application; Implemented CI/CD pipeline on AWS Certification: Google Data Analytics Certification Experience Years: 6.0 Seniority: Senior,DevOps Engineer,6.0,Senior
r10k-8431,Name: Zayan Balakrishnan Education: M.Tech AI Skills: Spring Boot; Tableau; Firebase; Kubernetes; Node.js; AWS Interests: Product Management; Cloud Computing Hobbies: Cricket; Reading Projects: Implemented CI/CD pipeline on AWS Certification: Google Data Analytics Certification Experience Years: 4.0 Seniority: Mid,DevOps Engineer,4.0,Mid
r10k-8435,Name: Manbir Ravi Education: B.Tech Computer Science Skills: Kubernetes; Linux; Node.js; Docker; Spring Boot Interests: Data Analysis; Automation Hobbies: Music; Cricket Projects: Implemented CI/CD pipeline on AWS; Created Android expense tracker application; Built customer churn prediction model Certification: IBM Data Science Professional Experience Years: 5.0 Seniority: Senior,DevOps Engineer,5.0,Senior
r10k-8439,Name: Tanay Date Education: B.Tech Mechanical Skills: NLP; Machine Learning; Django; AWS; Firebase; SQL; Flask Interests: Cyber Security; Automation Hobbies: Blogging; Cricket Projects: Implemented CI/CD pipeline on AWS; Developed scalable REST API for job portal; Designed cloud-based microservices architecture Certification: AWS Certified Developer Experience Years: 5.0 Seniority: Senior,DevOps Engineer,5.0,Senior
r10k-845,Name: Benjamin Goswami Education: B.Tech Mechanical Skills: Linux; Node.js; SQL; Python; Kubernetes; Java; C++ Interests: Automation; Cloud Computing Hobbies: Music; Reading Projects: Built customer churn prediction model; Built end-to-end machine learning prediction system; Designed cloud-based microservices architecture Certification: Meta Frontend Developer Experience Years: 1.0 Seniority: Junior,DevOps Engineer,1.0,Junior
r10k-8454,Name: Pooja Sandal Education: B.Tech Information Technology Skills: Power BI; Flask; Excel; Kubernetes; AWS; C++ Interests: Cloud Computing; Automation Hobbies: Football; Cricket Projects: Implemented CI/CD pipeline on AWS; Designed responsive web dashboard Certification: AWS Certified Developer Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-8479,Name: Ekbal Sur Education: MBA Marketing Skills: Linux; Django; Docker; Power BI; SQL Interests: Frontend Development; Cloud Computing Hobbies: Football; Blogging Projects: Designed cloud-based microservices architecture; Designed responsive web dashboard; Built end-to-end machine learning prediction system Certification: Docker Certified Associate Experience Years: 4.0 Seniority: Mid,DevOps Engineer,4.0,Mid
r10k-848,Name: Ishwar Ramaswamy Education: M.Tech AI Skills: Java; Kubernetes; SQL; Linux; Power BI; React; Docker Interests: Cyber Security; Backend Development Hobbies: Cricket; Travelling Projects: Built end-to-end machine learning prediction system; Created Android expense tracker application; Implemented CI/CD pipeline on AWS Certification: TensorFlow Developer Certificate Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-8481,Name: Hredhaan Venkataraman Education: B.Com Skills: SQL; React; C++; Docker; Power BI; AWS Interests: Cloud Computing; Cyber Security Hobbies: Reading; Football Projects: Implemented CI/CD pipeline on AWS Certification: Microsoft Azure Fundamentals Experience Years: 3.0 Seniority: Mid,DevOps Engineer,3.0,Mid
r10k-8491,Name: Chandresh Ahluwalia Education: MBA Marketing Skills: MongoDB; Node.js; Linux; AWS; Machine Learning; Java; Python Interests: Frontend Development; Cloud Computing Hobbies: Travelling; Music Projects: Designed responsive web dashboard; Implemented CI/CD pipeline on AWS Certification: Docker Certified Associate Experience Years: 3.0 Seniority: Mid,DevOps Engineer,3.0,Mid
r10k-8510,Name: Ranbir Karpe Education: B.Com Skills: Deep Learning; Docker; Node.js; Firebase; Python; Kubernetes Interests: Data Analysis; Backend Development Hobbies: Travelling; Gaming Projects: Built end-to-end machine learning prediction system; Implemented CI/CD pipeline on AWS; Created Android expense tracker application Certification: AWS Certified Developer Experience Years: 0.0 Seniority: Junior,DevOps Engineer,0.0,Junior
r10k-8513,Name: Advik Ben Education: MBA Marketing Skills: Python; MongoDB; AWS; React; Spring Boot; Kubernetes; Java Interests: Automation; Cloud Computing Hobbies: Photography; Cricket Projects: Developed AI-based resume analyzer; Designed cloud-based microservices architecture; Designed responsive web dashboard Certification: Microsoft Azure Fundamentals Experience Years: 5.0 Seniority: Senior,DevOps Engineer,5.0,Senior
r10k-8516,Name: Jacob Menon Education: B.Sc Data Science Skills: Kubernetes; Excel; Spring Boot; Machine Learning Interests: Data Analysis; Automation Hobbies: Travelling; Photography Projects: Implemented CI/CD pipeline on AWS; Created Android expense tracker application; Built customer churn prediction model Certification: AWS Certified Developer Experience Years: 2.0 Seniority: Mid,DevOps Engineer,2.0,Mid
r10k-8528,Name: Upma Mukhopadhyay Education: B.Sc Data Science Skills: Java; NLP; Spring Boot; SQL; Node.js; Kubernetes Interests: Cloud Computing; Automation Hobbies: Blogging; Cricket Projects: Designed responsive web dashboard; Implemented CI/CD pipeline on AWS; Built customer churn prediction model Certification: Microsoft Azure Fundamentals Experience Years: 1.0 Seniority: Junior,DevOps Engineer,1.0,Junior
r10k-8532,Name: Shaurya Lal Education: MCA Skills: NLP; Power BI; Flask; Kubernetes; C++; Django; Tableau Interests: Cloud Computing; Data Analysis Hobbies: Reading; Football Projects: Implemented CI/CD pipeline on AWS; Designed responsive web dashboard; Created Android expense tracker application Certification: Microsoft Azure Fundamentals Experience Years: 3.0 Seniority: Mid,DevOps Engineer,3.0,Mid
r10k-8533,Name: Maya Khatri Education: B.Sc Data Science Skills: MongoDB; Excel; Tableau; AWS; Java; React; Docker Interests: Cloud Computing; Automation Hobbies: Gaming; Blogging Projects: Designed cloud-based microservices architecture; Developed scalable REST API for job portal; Built customer churn prediction model Certification: Microsoft Azure Fundamentals Experience Years: 6.0 Seniority: Senior,DevOps Engineer,6.0,Senior
r10k-8537,Name: Advay Bhatnagar Education: MBA Marketing Skills: Spring Boot; Kubernetes; Docker; Node.js; Java Interests: Automation; Cloud Computing Hobbies: Reading; Gaming Projects: Developed AI-based resume analyzer; Built customer churn prediction model Certification: Microsoft Azure Fundamentals Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-8575,Name: Dhriti Saran Education: MBA Finance Skills: React; Kubernetes; Tableau; Flask; NLP Interests: Cyber Security; Cloud Computing Hobbies: Football; Reading Projects: Implemented CI/CD pipeline on AWS Certification: AWS Certified Developer Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-8576,Name: Falan Raja Education: M.Tech AI Skills: Power BI; Tableau; Machine Learning; AWS; Docker; Firebase; Linux Interests: Automation; Frontend Development Hobbies: Gaming; Travelling Projects: Implemented CI/CD pipeline on AWS; Designed responsive web dashboard Certification: Oracle Java Certification Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-8581,Name: David Bahri Education: BCA Skills: Linux; Java; Docker; Power BI; Node.js; Machine Learning; Spring Boot Interests: Data Analysis; Backend Development Hobbies: Blogging; Football Projects: Designed cloud-based microservices architecture; Implemented CI/CD pipeline on AWS Certification: Microsoft Azure Fundamentals Experience Years: 0.0 Seniority: Junior,DevOps Engineer,0.0,Junior
r10k-8584,Name: Yashawini Brar Education: BCA Skills: Firebase; Kubernetes; AWS; Tableau; Power BI Interests: Product Management; Automation Hobbies: Travelling; Cricket Projects: Created Android expense tracker application; Developed scalable REST API for job portal Certification: Microsoft Azure Fundamentals Experience Years: 1.0 Seniority: Junior,DevOps Engineer,1.0,Junior
r10k-859,Name: Gaurang Ahluwalia Education: B.Sc Data Science Skills: Docker; AWS; Java; Power BI; MongoDB; Django Interests: Frontend Development; Backend Development Hobbies: Blogging; Travelling Projects: Designed responsive web dashboard; Implemented CI/CD pipeline on AWS Certification: AWS Certified Developer Experience Years: 2.0 Seniority: Mid,DevOps Engineer,2.0,Mid
r10k-8611,Name: Kashvi Jha Education: B.Tech Computer Science Skills: Power BI; Django; Tableau; Linux; Spring Boot; Flask; Docker Interests: Cyber Security; Cloud Computing Hobbies: Blogging; Cricket Projects: Implemented CI/CD pipeline on AWS; Developed AI-based resume analyzer Certification: TensorFlow Developer Certificate Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-8615,Name: Tanveer Sampath Education: B.Tech Mechanical Skills: Docker; Firebase; Flask; Excel; Linux; AWS; MongoDB Interests: Automation; Product Management Hobbies: Photography; Blogging Projects: Built customer churn prediction model; Designed responsive web dashboard; Developed AI-based resume analyzer Certification: Microsoft Azure Fundamentals Experience Years: 5.0 Seniority: Senior,DevOps Engineer,5.0,Senior
r10k-8629,Name: Anusha Varty Education: MCA Skills: Kubernetes; C++; Docker; Power BI Interests: Automation; Frontend Development Hobbies: Football; Gaming Projects: Developed AI-based resume analyzer; Implemented CI/CD pipeline on AWS Certification: Microsoft Azure Fundamentals Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-863,Name: Vinaya Bassi Education: BCA Skills: MongoDB; Java; Power BI; Flask; AWS; Excel Interests: Cloud Computing; Cyber Security Hobbies: Travelling; Cricket Projects: Implemented CI/CD pipeline on AWS; Built customer churn prediction model Certification: AWS Certified Developer Experience Years: 1.0 Seniority: Junior,DevOps Engineer,1.0,Junior
r10k-8637,Name: Urishilla Padmanabhan Education: B.Tech Mechanical Skills: SQL; Docker; C++; Kubernetes; NLP; Tableau; Linux Interests: Product Management; Backend Development Hobbies: Reading; Blogging Projects: Built end-to-end machine learning prediction system Certification: Microsoft Azure Fundamentals Experience Years: 3.0 Seniority: Mid,DevOps Engineer,3.0,Mid
r10k-8642,Name: Hiral Bansal Education: BCA Skills: SQL; Kubernetes; Linux; AWS; Excel; Java Interests: Product Management; Automation Hobbies: Blogging; Football Projects: Created Android expense tracker application Certification: AWS Certified Developer Experience Years: 0.0 Seniority: Junior,DevOps Engineer,0.0,Junior
r10k-8649,Name: Wishi Sunder Education: B.Sc Data Science Skills: Node.js; C++; Java; Kubernetes; Linux Interests: Cloud Computing; Data Analysis Hobbies: Cricket; Travelling Projects: Created Android expense tracker application; Designed responsive web dashboard; Built customer churn prediction model Certification: Microsoft Azure Fundamentals Experience Years: 2.0 Seniority: Mid,DevOps Engineer,2.0,Mid
r10k-8652,Name: Forum Wason Education: B.Tech Information Technology Skills: Flask; Tableau; AWS; Kubernetes; React; Spring Boot; Docker Interests: Backend Development; Automation Hobbies: Gaming; Reading Projects: Built customer churn prediction model Certification: Microsoft Azure Fundamentals Experience Years: 5.0 Seniority: Senior,DevOps Engineer,5.0,Senior
r10k-8662,Name: Gautam Vig Education: BCA Skills: Deep Learning; Docker; Excel; Kubernetes; C++; AWS Interests: Cloud Computing; Data Analysis Hobbies: Music; Reading Projects: Built end-to-end machine learning prediction system; Created Android expense tracker application Certification: Google Data Analytics Certification Experience Years: 4.0 Seniority: Mid,DevOps Engineer,4.0,Mid
r10k-8671,Name: Shravya Sankaran Education: B.Tech Information Technology Skills: Java; Excel; Python; Kubernetes Interests: Cloud Computing; Automation Hobbies: Travelling; Football Projects: Implemented CI/CD pipeline on AWS Certification: Microsoft Azure Fundamentals Experience Years: 5.0 Seniority: Senior,DevOps Engineer,5.0,Senior
r10k-8678,Name: Azad Kala Education: MBA Finance Skills: AWS; Machine Learning; Docker; Node.js Interests: Cyber Security; Cloud Computing Hobbies: Reading; Gaming Projects: Developed AI-based resume analyzer; Implemented CI/CD pipeline on AWS Certification: Microsoft Azure Fundamentals Experience Years: 0.0 Seniority: Junior,DevOps Engineer,0.0,Junior
r10k-8679,Name: Jagdish Sawhney Education: B.Tech Information Technology Skills: Tableau; Java; Docker; Kubernetes; Python Interests: Cloud Computing; Cyber Security Hobbies: Cricket; Blogging Projects: Created Android expense tracker application Certification: Microsoft Azure Fundamentals Experience Years: 5.0 Seniority: Senior,DevOps Engineer,5.0,Senior
r10k-8680,Name: Ekalinga Pradhan Education: B.Tech Information Technology Skills: Spring Boot; Docker; Linux; React; Java; SQL Interests: Data Analysis; Automation Hobbies: Travelling; Cricket Projects: Developed scalable REST API for job portal; Implemented CI/CD pipeline on AWS; Designed cloud-based microservices architecture Certification: Oracle Java Certification Experience Years: 5.0 Seniority: Senior,DevOps Engineer,5.0,Senior
r10k-869,Name: Diya Raman Education: B.Sc Data Science Skills: Java; SQL; Docker; Linux; Kubernetes; Firebase Interests: Artificial Intelligence; Cyber Security Hobbies: Cricket; Travelling Projects: Designed responsive web dashboard; Created Android expense tracker application Certification: Microsoft Azure Fundamentals Experience Years: 5.0 Seniority: Senior,DevOps Engineer,5.0,Senior
r10k-8691,Name: Yauvani Nanda Education: MBA Marketing Skills: Kubernetes; C++; Linux; Docker; Machine Learning; NLP Interests: Product Management; Cloud Computing Hobbies: Gaming; Music Projects: Implemented CI/CD pipeline on AWS; Designed cloud-based microservices architecture Certification: Google Data Analytics Certification Experience Years: 6.0 Seniority: Senior,DevOps Engineer,6.0,Senior
r10k-8695,Name: Rohan Bhattacharyya Education: MBA Marketing Skills: Flask; Java; Kubernetes; Firebase; Machine Learning; AWS; MongoDB Interests: Frontend Development; Cloud Computing Hobbies: Football; Blogging Projects: Implemented CI/CD pipeline on AWS; Developed AI-based resume analyzer Certification: Microsoft Azure Fundamentals Experience Years: 0.0 Seniority: Junior,DevOps Engineer,0.0,Junior
r10k-8711,Name: Azaan Khalsa Education: M.Tech AI Skills: AWS; Linux; Kubernetes; NLP; Java; Flask; Power BI Interests: Cyber Security; Product Management Hobbies: Music; Football Projects: Built end-to-end machine learning prediction system Certification: Docker Certified Associate Experience Years: 3.0 Seniority: Mid,DevOps Engineer,3.0,Mid
r10k-8713,Name: Akshay Sunder Education: MBA Marketing Skills: React; NLP; Power BI; Kubernetes; Docker; Django Interests: Automation; Data Analysis Hobbies: Football; Reading Projects: Implemented CI/CD pipeline on AWS; Built end-to-end machine learning prediction system Certification: Oracle Java Certification Experience Years: 1.0 Seniority: Junior,DevOps Engineer,1.0,Junior
r10k-8714,Name: Jagrati Patil Education: MBA Marketing Skills: Firebase; Docker; Deep Learning; Java; Kubernetes Interests: Cloud Computing; Artificial Intelligence Hobbies: Football; Cricket Projects: Developed AI-based resume analyzer; Built customer churn prediction model; Created Android expense tracker application Certification: AWS Certified Developer Experience Years: 2.0 Seniority: Mid,DevOps Engineer,2.0,Mid
r10k-8716,Name: Sanaya Deol Education: B.Tech Information Technology Skills: AWS; Java; Deep Learning; Machine Learning; Flask; React; Firebase Interests: Data Analysis; Cloud Computing Hobbies: Photography; Blogging Projects: Designed cloud-based microservices architecture; Implemented CI/CD pipeline on AWS Certification: AWS Certified Developer Experience Years: 3.0 Seniority: Mid,DevOps Engineer,3.0,Mid
r10k-8734,Name: Chaaya Randhawa Education: MBA Marketing Skills: Kubernetes; Spring Boot; Flask; Python Interests: Cloud Computing; Automation Hobbies: Cricket; Gaming Projects: Implemented CI/CD pipeline on AWS; Created Android expense tracker application Certification: Google Data Analytics Certification Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-8738,Name: Pranav Vaidya Education: M.Tech AI Skills: Deep Learning; Kubernetes; AWS; Python; Flask Interests: Cloud Computing; Automation Hobbies: Travelling; Reading Projects: Implemented CI/CD pipeline on AWS; Developed scalable REST API for job portal Certification: TensorFlow Developer Certificate Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-874,Name: Samuel Prabhakar Education: MBA Marketing Skills: Kubernetes; Java; Docker; AWS; Python; Flask Interests: Cloud Computing; Artificial Intelligence Hobbies: Reading; Football Projects: Implemented CI/CD pipeline on AWS Certification: Oracle Java Certification Experience Years: 2.0 Seniority: Mid,DevOps Engineer,2.0,Mid
r10k-8741,Name: Lohit Prabhakar Education: B.Tech Mechanical Skills: AWS; Excel; C++; Machine Learning; Kubernetes; Java Interests: Cloud Computing; Automation Hobbies: Reading; Blogging Projects: Created Android expense tracker application; Built end-to-end machine learning prediction system Certification: AWS Certified Developer Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-8745,Name: Timothy Zacharia Education: MCA Skills: Tableau; AWS; NLP; MongoDB; Linux; Docker Interests: Automation; Artificial Intelligence Hobbies: Reading; Gaming Projects: Designed responsive web dashboard; Created Android expense tracker application Certification: Google Data Analytics Certification Experience Years: 2.0 Seniority: Mid,DevOps Engineer,2.0,Mid
r10k-8759,Name: Fiyaz Mitter Education: B.Sc Data Science Skills: AWS; React; Kubernetes; Machine Learning; Linux Interests: Cloud Computing; Product Management Hobbies: Music; Reading Projects: Implemented CI/CD pipeline on AWS Certification: TensorFlow Developer Certificate Experience Years: 0.0 Seniority: Junior,DevOps Engineer,0.0,Junior
r10k-8775,Name: Radha Arya Education: B.Tech Computer Science Skills: SQL; Kubernetes; Docker; MongoDB; Node.js; Firebase Interests: Cyber Security; Automation Hobbies: Cricket; Blogging Projects: Developed scalable REST API for job portal; Implemented CI/CD pipeline on AWS; Developed AI-based resume analyzer Certification: AWS Certified Developer Experience Years: 1.0 Seniority: Junior,DevOps Engineer,1.0,Junior
r10k-878,Name: Ijaya Gaba Education: B.Sc Data Science Skills: Power BI; Python; Excel; Machine Learning; Linux; MongoDB; Kubernetes Interests: Automation; Backend Development Hobbies: Blogging; Music Projects: Created Android expense tracker application; Designed responsive web dashboard; Implemented CI/CD pipeline on AWS Certification: Docker Certified Associate Experience Years: 4.0 Seniority: Mid,DevOps Engineer,4.0,Mid
r10k-879,Name: Andrew Barad Education: BCA Skills: AWS; Linux; Python; React; MongoDB; SQL; Excel Interests: Backend Development; Cloud Computing Hobbies: Photography; Reading Projects: Designed cloud-based microservices architecture; Built customer churn prediction model; Designed responsive web dashboard Certification: Docker Certified Associate Experience Years: 4.0 Seniority: Mid,DevOps Engineer,4.0,Mid
r10k-8792,Name: Om Tata Education: B.Sc Data Science Skills: Firebase; MongoDB; Tableau; SQL; Kubernetes Interests: Automation; Frontend Development Hobbies: Travelling; Cricket Projects: Developed scalable REST API for job portal; Implemented CI/CD pipeline on AWS; Built customer churn prediction model Certification: AWS Certified Developer Experience Years: 7.0 Seniority: Senior,DevOps Engineer,7.0,Senior
r10k-8806,Name: Janani Brahmbhatt Education: B.Tech Information Technology Skills: Linux; Deep Learning; Docker; Flask; MongoDB; Power BI Interests: Automation; Backend Development Hobbies: Reading; Blogging Projects: Implemented CI/CD pipeline on AWS; Built customer churn prediction model Certification: Microsoft Azure Fundamentals Experience Years: 3.0 Seniority: Mid,DevOps Engineer,3.0,Mid
r10k-8856,Name: Rajata Brahmbhatt Education: BCA Skills: Docker; AWS; SQL; Linux; React; Java Interests: Data Analysis; Frontend Development Hobbies: Cricket; Blogging Projects: Built end-to-end machine learning prediction system Certification: AWS Certified Developer Experience Years: 3.0 Seniority: Mid,DevOps Engineer,3.0,Mid
r10k-8861,Name: Mohammed Parikh Education: B.Tech Mechanical Skills: SQL; Node.js; NLP; Linux; Flask Interests: Product Management; Cloud Computing Hobbies: Photography; Gaming Projects: Developed scalable REST API for job portal; Implemented CI/CD pipeline on AWS Certification: Microsoft Azure Fundamentals Experience Years: 4.0 Seniority: Mid,DevOps Engineer,4.0,Mid
r10k-8878,Name: Ria Solanki Education: MBA Finance Skills: Power BI; AWS; Java; Firebase; Kubernetes; Python Interests: Product Management; Cloud Computing Hobbies: Music; Reading Projects: Developed scalable REST API for job portal Certification: Docker Certified Associate Experience Years: 1.0 Seniority: Junior,DevOps Engineer,1.0,Junior
r10k-8893,Name: Gautami Chopra Education: MCA Skills: AWS; Power BI; Linux; Docker Interests: Backend Development; Automation Hobbies: Reading; Photography Projects: Built end-to-end machine learning prediction system; Developed scalable REST API for job portal Certification: IBM Data Science Professional Experience Years: 5.0 Seniority: Senior,DevOps Engineer,5.0,Senior
